"","MF","MW","Ncharges","C","I","N","O","S","Br","Cl","F","H","P","Na","K","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP19854","C23BrN3O",414.1696,0,23,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,54.88,5.4331
"CMP19855","C27Cl2NO4",473.1992,0,27,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,4,56.79,7.6986
"CMP19856","C12N3O3S",266.2117,2,12,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,106.13,3.0791
"CMP19857","C20N4O4",360.2384,2,20,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,90.63,3.3533
"CMP19858","C28ClN2O4",463.7636,0,28,0,2,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,4,76.66,6.5782
"CMP19859","C16ClF3N3OS",374.7039096,0,16,0,3,1,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,65.24,5.0501
"CMP19860","C20F5N3O",393.225516,0,20,0,3,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,57.78,5.2507
"CMP19861","C19ClNO4",341.6606,0,19,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,2,63.68,3.5661
"CMP19862","C19N3O3",318.2216,0,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,86.8,3.7104
"CMP19863","C19N3O3S2",382.3516,0,19,0,3,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,133.86,4.5302
"CMP19864","C16N2O4S",316.2472,0,16,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,86.64,3.7854
"CMP19865","C16ClN2O2",287.6364,0,16,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,59.06,3.532
"CMP19866","C13F3N3O2",287.1532096,0,13,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,49.17,2.3925
"CMP19867","C15HCl2F2NO3",352.0761464,0,15,0,1,3,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,47.56,4.6853
"CMP19868","C21ClN2O2S",379.7549,0,21,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,70.67,6.1092
"CMP19869","C16NO3S",286.2411,0,16,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,54.99,4.346
"CMP19870","C17BrClN2O2S",411.6161,0,17,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,49,5.0055
"CMP19871","C20ClN2O2",335.6792,0,20,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.5259
"CMP19872","C20NO4",318.2183,0,20,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,1,55.84,2.1057
"CMP19873","C19FN3O3S",369.2850032,0,19,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,101.58,3.5394
"CMP19874","C24ClN2O2",383.722,0,24,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,3,40.62,4.5167
"CMP19875","C14ClN3O4S",341.6855,2,14,0,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,129.19,4.8132
"CMP19876","C15BrFN2O2S",371.1401032,0,15,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,79.46,4.5318
"CMP19877","C17INO3",393.09127,0,17,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,47.56,3.9527
"CMP19878","C25N4O4",420.2919,2,25,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,3,90.63,4.5336
"CMP19879","C17N3O4S2",374.3296,0,17,0,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,2,151.79,3.338
"CMP19880","C15F11NO",419.1490352,0,15,0,1,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,5.745
"CMP19881","C22FN2O2",343.2460032,0,22,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,2,32.78,3.7094
"CMP19882","C16N2O5S",332.2466,0,16,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,102.97,2.9737
"CMP19883","C24N3O",346.2763,0,24,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,46.92,4.7564
"CMP19884","C17N2O2",264.1941,0,17,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,50.36,3.6037
"CMP19885","C25N2O3S",408.3441,0,25,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,74.86,6.2925
"CMP19886","C14BrFN2OS",343.1300032,0,14,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,70.23,4.5232
"CMP19887","C15ClINO",372.52407,0,15,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.8323
"CMP19888","C19N4O4",348.2277,2,19,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,90.63,2.9632
"CMP19889","C20BrN5OS2",470.2809,0,20,0,5,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,125.72,5.0925
"CMP19890","C20N3O4",346.2317,2,20,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,87.39,4.5098
"CMP19891","C19N3O3",318.2216,0,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,86.8,3.7104
"CMP19892","C18ClN2O2S2",375.7878,0,18,0,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,109.67,6.0466
"CMP19893","C25N3O4",406.2852,0,25,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,4,3,74.61,4.7441
"CMP19894","C13NO3",218.144,0,13,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,47.56,1.7813
"CMP19895","C20ClFN2OS",370.7432032,0,20,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,61.44,6.2397
"CMP19896","C13F6INO",427.0400892,0,13,1,1,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.4511
"CMP19897","C18Cl2N2O5",395.109,2,18,0,2,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,97.29,6.0187
"CMP19898","C26ClN2O5",455.7416,0,26,0,2,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,3,85.89,5.929
"CMP19899","C16N3OS",282.2557,0,16,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,85.72,3.3451
"CMP19900","C16N2O3S",300.2478,0,16,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,76.67,4.0473
"CMP19901","C17BrFNO3",365.0892032,0,17,0,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,46.61,3.6117
"CMP19902","C24N2O8",444.2654,0,24,0,2,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,3,2,118,1.9404
"CMP19903","C12N4O3S2",312.2834,0,12,0,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,152.9,2.2765
"CMP19904","C19N2O3S",336.2799,0,19,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,66.07,3.4067
"CMP19905","C19BrN2OS",384.1851,0,19,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,61.44,5.9557
"CMP19906","C15FN3O4S",337.2416032,2,15,0,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,125.28,3.9573
"CMP19907","C15FINO",356.0694732,0,15,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.318
"CMP19908","C14BrN3O4",354.0715,2,14,0,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,97.04,3.6744
"CMP19909","C21N3O4S",390.3074,2,21,0,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,125.28,5.7286
"CMP19910","C13ClF5INO",443.494686,0,13,1,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.9654
"CMP19911","C22N2O2",324.2476,0,22,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.5532
"CMP19912","C17N2O3",280.1935,2,17,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,66.13,4.0844
"CMP19913","C23N3O2",350.265,0,23,0,3,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,52.65,4.162
"CMP19914","C18NO2",262.1981,0,18,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,38.33,3.8372
"CMP19915","C20N2O2S",332.2912,0,20,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,70.67,5.2018
"CMP19916","C13N3O3S2",310.2874,0,13,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,111.67,3.5778
"CMP19917","C20N3O4",346.2317,2,20,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,87.39,4.7532
"CMP19918","C16BrN2O2",332.0874,0,16,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,51.22,4.265
"CMP19919","C21N3O3S",374.308,2,21,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,116.05,6.0284
"CMP19920","C24N3O5",410.2739,0,24,0,3,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,3,2,80.34,3.3452
"CMP19921","C25N3O3S",422.3508,0,25,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,78.96,5.3679
"CMP19922","C19N2O2",288.2155,0,19,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,58.2,4.1874
"CMP19923","C23N2O4",368.2571,0,23,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,3,95.5,4.6522
"CMP19924","C16FNOS",273.2407032,0,16,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,54.4,3.8798
"CMP19925","C19ClF3O4",384.6491096,0,19,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,3,56.51,5.3659
"CMP19926","C20ClO5",355.664,0,20,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,2,65.74,4.282
"CMP19927","C16ClINO",384.53477,0,16,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.7612
"CMP19928","C21Cl2N3O3",413.149,0,21,0,3,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,4,77.25,5.6756
"CMP19929","C22N4O4S",416.3248,2,22,0,4,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,2,131.51,5.4087
"CMP19930","C19N2O2",288.2155,0,19,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,41.57,4.1751
"CMP19931","C16N3O4S",330.2539,0,16,0,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,78.54,0.9896
"CMP19932","C24O6",384.2532,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,4,2,74.97,4.8075
"CMP19933","C15N4O3",284.1855,2,15,0,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,83.21,3.2312
"CMP19934","C19BrN3O3S",430.1906,0,19,0,3,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,69.31,3.6476
"CMP19935","C13NO3S",250.209,0,13,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,63.02,1.6494
"CMP19936","C19ClO5",343.6533,0,19,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,1,69.67,3.4338
"CMP19937","C13NO",186.1452,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.31,3.148
"CMP19938","C19BrN2O",352.1201,0,19,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,32.34,5.0757
"CMP19939","C23Cl2N2O3",423.1637,0,23,0,2,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,67.43,6.1061
"CMP19940","C17INO3",393.09127,0,17,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,47.56,4.2505
"CMP19941","C18HF2NO3",317.2022464,0,18,0,1,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,47.56,4.7922
"CMP19942","C26N2O4",404.2892,0,26,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,4,1,67.87,4.587
"CMP19943","C18NO2",262.1981,0,18,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,46.17,4.0945
"CMP19944","C21N3O2S",358.3086,0,21,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,88.46,3.9412
"CMP19945","C24NO4S2",430.3911,0,24,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,5,2,121.11,5.2222
"CMP19946","C19ClN3O2S",369.7402,0,19,0,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,103.35,5.6751
"CMP19947","C15HBrF2NO3",361.0741464,0,15,0,1,3,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,47.56,4.141
"CMP19948","C14F4INO",401.0539828,0,14,1,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.7744
"CMP19949","C20Cl2N2O4",403.131,0,20,0,2,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,76.66,5.1485
"CMP19950","C14IN3O4",401.07197,2,14,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,97.04,3.5165
"CMP19951","C15N2O3",256.1721,0,15,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,67.43,3.121
"CMP19952","C15N2O",224.1733,0,15,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,41.99,3.3321
"CMP19953","C15N3S",254.2456,0,15,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,66.05,4.3301
"CMP19954","C15ClN3O",273.633,0,15,0,3,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,39.6,2.217
"CMP19955","C20O4",304.2116,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,56.51,4.0758
"CMP19956","C26N2O4",404.2892,0,26,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,2,83.55,3.481
"CMP19957","C15ClN2OS2",323.7563,0,15,0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,95.53,4.4791
"CMP19958","C19Cl3N2O3",410.5739,0,19,0,2,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,67.43,5.9374
"CMP19959","C15F3IN2O4",456.0711796,2,15,1,2,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,84.15,5.0753
"CMP19960","C19N3O4",334.221,2,19,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,87.39,4.3631
"CMP19961","C15IN2O3",383.07657,2,15,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,74.92,4.6103
"CMP19962","C15FINO",356.0694732,0,15,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.3724
"CMP19963","C13N2O",200.1519,0,13,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,41.99,3.0635
"CMP19964","C14N3OS",258.2343,0,14,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,90.14,2.3283
"CMP19965","C10BrClN4O2",323.4896,0,10,0,4,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,79.9,2.3111
"CMP19966","C18ClN2O3S",359.7222,0,18,0,2,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,66.07,3.5641
"CMP19967","C19N2O",272.2161,0,19,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,27.05,4.2118
"CMP19968","C16Cl2N2O5",371.0876,2,16,0,2,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,93.38,4.9124
"CMP19969","C14IN2O",339.06707,0,14,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,41.99,3.6283
"CMP19970","C18N3O3",306.2109,2,18,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,78.16,4.5979
"CMP19971","C16IN2O3",395.08727,2,16,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,74.92,4.9187
"CMP19972","C18N3O3",306.2109,2,18,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,78.16,4.5979
"CMP19973","C16N2O2",252.1834,0,16,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,50.36,3.2152
"CMP19974","C19N2O2",288.2155,0,19,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,42.43,3.7856
"CMP19975","C21HFN3O4",378.2487432,0,21,0,3,4,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,4,3,88.57,3.2217
"CMP19976","C16ClNO2",273.6297,0,16,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,37.38,3.4429
"CMP19977","C21Cl2N2O4S",447.2067,0,21,0,2,4,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,3,104.9,5.8678
"CMP19978","C23Cl3N2O4",474.6161,0,23,0,2,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,3,76.66,6.4597
"CMP19979","C20N2O2",300.2262,0,20,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,41.57,4.2401
"CMP19980","C19N2O",272.2161,0,19,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,32.34,4.0954
"CMP19981","C16N2O6",316.181,2,16,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2,102.61,3.4691
"CMP19982","C17BrNO",314.092,0,17,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,5.008
"CMP19983","C17NO3S",298.2518,0,17,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,72.86,3.7466
"CMP19984","C20N2O4S",364.29,0,20,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,106.87,5.0194
"CMP19985","C16N3O3S",314.2545,0,16,0,3,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,1,99.42,2.7904
"CMP19986","C12F3N2O4S",325.1996096,2,12,0,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,91.58,4.0997
"CMP19987","C21Cl2N2O5",431.1411,0,21,0,2,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,3,89.8,5.3993
"CMP19988","C21Cl2N2O4",415.1417,0,21,0,2,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,3,80.57,5.6991
"CMP19989","C15ClINO",372.52407,0,15,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.8867
"CMP19990","C16BrN3OS",362.1597,0,16,0,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,86.11,4.36
"CMP19991","C18Cl2N2O5",395.109,2,18,0,2,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,97.29,6.0187
"CMP19992","C18ClN2O2",311.6578,0,18,0,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,58.2,4.7036
"CMP19993","C11BrN2O3",288.0333,2,11,0,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,74.92,2.8975
"CMP19994","C16ClNO2",273.6297,0,16,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,29.54,4.1434
"CMP19995","C17NO3",266.1868,0,17,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,55.4,3.949
"CMP19996","C16NO3",254.1761,0,16,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66.4,3.4974
"CMP19997","C13Cl2N5O2",329.0774,0,13,0,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,81.93,2.8689
"CMP19998","C16Cl2F2NO3",363.0789064,0,16,0,1,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,47.56,5.0738
"CMP19999","C17ClN2O3S",347.7115,0,17,0,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,75.81,5.045
"CMP20000","C20F3N3O3",387.2275096,2,20,0,3,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,69.37,4.7189
"CMP20001","C22N2O4",356.2464,0,22,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,4,3,64.8,3.8871
"CMP20002","C19F3N2O2",345.2107096,0,19,0,2,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,38.5,4.6076
"CMP20003","C19N3O2S",334.2872,0,19,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,3,83.54,4.7931
"CMP20004","C22N3O3",354.2537,0,22,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,3,64.53,4.7402
"CMP20005","C17ClN2O",283.6477,0,17,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,29.27,4.6157
"CMP20006","C16N4OS",296.2624,0,16,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,75.33,3.4301
"CMP20007","C16ClN3O2",301.6431,0,16,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,72.36,3.3913
"CMP20008","C19N2O2S",320.2805,0,19,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,2,66.74,4.4926
"CMP20009","C20N2O2S",332.2912,0,20,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,3,66.74,4.9951
"CMP20010","C20N5OS",358.3119,0,20,0,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,3,83.59,3.487
"CMP20011","C22N2O3",340.247,0,22,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,3,47.73,4.3589
"CMP20012","C21F3N3OS",399.3044096,0,21,0,3,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,70.4,5.9105
"CMP20013","C21N2O4",344.2357,0,21,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,3,60.87,4.2826
"CMP20014","C16F2N2O2",290.1802064,0,16,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,49.5,3.1309
"CMP20015","C17ClN2O2",299.6471,0,17,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,38.5,3.8505
"CMP20016","C20FN2OS",335.2902032,0,20,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,57.51,5.5157
"CMP20017","C18ClN3OS",341.7301,0,18,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,70.4,5.2613
"CMP20018","C22N3O3S",386.3187,0,22,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,3,87.05,3.8623
"CMP20019","C16N2O2S",284.2484,0,16,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,66.74,3.6307
"CMP20020","C24F3N3O2",419.2709096,0,24,0,3,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,3,55.3,6.1275
