"","MF","MW","Ncharges","C","Cl","N","O","S","I","F","Br","Ge","Si","H","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP2012","C16NO5S",318.2399,0,16,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,98.21,1.8458
"CMP2013","C22ClN2O2S",391.7656,0,22,1,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,2,67.61,4.9504
"CMP2014","C24N3O3S",410.3401,0,24,0,3,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,96.71,4.2688
"CMP2015","C17BrNO4S",394.1552,0,17,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,3.8539
"CMP2016","C12IO",287.03227,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,20.23,2.9596
"CMP2017","C12I",271.03287,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,3.5987
"CMP2018","C23N2O3",352.2577,0,23,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,3,63.83,4.7528
"CMP2019","C20Cl2NO3S",405.1899,0,20,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,5.1798
"CMP2020","C34ClN2O6S",599.8916,0,34,1,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,5,2,116.59,4.8499
"CMP2021","C34FN2O2S",519.4394032,0,34,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,3,71.83,5.0586
"CMP2022","C17INO6S",473.15447,0,17,0,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,1,107.44,2.459
"CMP2023","C13ClINO3S",412.56647,0,13,1,1,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,82.91,3.2576
"CMP2024","C20BrN2O3S",428.1946,0,20,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,85.22,4.6901
"CMP2025","C18N2O2",276.2048,0,18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,48.15,3.724
"CMP2026","C18I2O4",533.99914,0,18,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36.92,5.5692
"CMP2027","C19ClNO4S",373.7256,0,19,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,4.5234
"CMP2028","C26ClN2O3S",455.8078,0,26,1,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,4,3,76.84,5.9339
"CMP2029","C22BrNO3",406.1443,0,22,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,4.4909
"CMP2030","C18ClN2O3",327.6572,0,18,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,71.35,3.57478
"CMP2031","C17N2O4S",328.2579,0,17,0,2,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,2,1,91.17,1.1472
"CMP2032","C14INO3S",389.12417,0,14,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,71.91,2.9072
"CMP2033","C19N3O5S",382.2854,0,19,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,105.35,3.2855
"CMP2034","C16N3O2",266.1901,0,16,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,61.04,2.8106
"CMP2035","C17ClN4O3",343.6599,0,17,1,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,3,3,71.05,1.1474
"CMP2036","C22NO6S",406.3035,0,22,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,3,2,118.44,3.5798
"CMP2037","C22FN2O5",391.2442032,0,22,0,2,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.2966
"CMP2038","C20N3O4S",378.2967,0,20,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,110.44,3.4338
"CMP2039","C23ClN2O3",387.7107,0,23,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,4.40748
"CMP2040","C17N3O4",310.1996,2,17,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,93.97,3.847
"CMP2041","C13I2N2O",453.96084,0,13,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,56.81,3.33836
"CMP2042","C20N2O3",316.2256,0,20,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,1,58.64,3.4212
"CMP2043","C15N2O2S",272.2377,0,15,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,79.46,3.0972
"CMP2044","C19Cl2NO3S",393.1792,0,19,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,5.3113
"CMP2045","C23BrNO3",418.155,0,23,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,4.252
"CMP2046","C21BrNO3",394.1336,0,21,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.5169
"CMP2047","C23N2O5",384.2565,0,23,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,2,88.43,3.1022
"CMP2048","C17ClN2O3",315.6465,0,17,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,71.35,3.18308
"CMP2049","C18IN3O2S",449.18097,0,18,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,83.98,4.4405
"CMP2050","C19ClN4O2",351.6819,0,19,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,71.53,4.146
"CMP2051","C17N2O3S",312.2585,0,17,0,2,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,2,87.84,2.7903
"CMP2052","C27N3O5",446.306,0,27,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,4,3,86.92,4.7409
"CMP2053","C18FN3O2",309.2099032,0,18,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,61.77,2.3955
"CMP2054","C19BrFNO3",389.1106032,0,19,0,1,3,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.0936
"CMP2055","C17NO3S",298.2518,0,17,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,85.85,2.2535
"CMP2056","C29N2O6S",504.3851,0,29,0,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,4,2,116.59,2.6516
"CMP2057","C31N2O2S",464.4089,0,31,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6,3,71.83,4.0747
"CMP2058","C18Cl2N4OS",391.1898,0,18,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,91.1,4.4348
"CMP2059","C19I2N3O",540.03174,0,19,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,2,61.7,4.84828
"CMP2060","C24BrN7O2",498.2065,0,24,0,7,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,4,4,96.79,4.6555
"CMP2061","C12N4O2",232.154,0,12,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,2,79.9,1.142
"CMP2062","C16BrN3O3",362.0935,0,16,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,63.16,1.5722
"CMP2063","C19BrClNO3",405.5652,0,19,1,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.6079
"CMP2064","C17BrNO3S",378.1558,0,17,0,1,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,85.85,3.016
"CMP2065","C23ClN2O3",387.7107,0,23,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,4.92598
"CMP2066","C23BrN2O5S",496.2255,0,23,0,2,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,110.24,4.464
"CMP2067","C19ClN4O2S",383.7469,0,19,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,100.33,3.79
"CMP2068","C21BrN3O2",406.1476,0,21,0,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,3,70.93,4.71858
"CMP2069","C15BrN2O5",368.0749,0,15,0,2,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,93.73,1.8767
"CMP2070","C27N2O3",400.3005,0,27,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,3,63.83,5.906
"CMP2071","C20NO4",318.2183,0,20,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,3,2,66.84,2.2006
"CMP2072","C23BrNO3",418.155,0,23,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,2,57.61,4.1077
"CMP2073","C20ClN2O3",351.6786,0,20,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,1,71.35,4.10738
"CMP2074","C21ClN2O5",395.6881,0,21,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,2,2,108.65,3.67748
"CMP2075","C18N4OS",320.2838,0,18,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,91.1,3.128
"CMP2076","C21BrNO4S",442.198,0,21,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,81.14,4.6441
"CMP2077","C14ClNO4S",313.6721,0,14,1,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,92.14,2.6616
"CMP2078","C17N3O4",310.1996,2,17,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,88.67,3.6576
"CMP2079","C20BrClN2O3",431.5826,0,20,1,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,58.64,4.4741
"CMP2080","C19Br2NO3",450.0162,0,19,0,1,3,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.717
"CMP2081","C20ClN2O4",367.678,0,20,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,2,1,80.58,3.34378
"CMP2082","C21ClN2O5",395.6881,0,21,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,2,2,108.65,3.67748
"CMP2083","C24BrN4O2",456.1864,0,24,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,104.95,5.44956
"CMP2084","C14BrNO4S",358.1231,0,14,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,89.93,3.1224
"CMP2085","C14BrN2O3S",356.1304,0,14,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,96.71,3.0369
"CMP2086","C24BrN3O3",458.1791,0,24,0,3,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,3,3,87.14,4.60778
"CMP2087","C20Cl3N2O2",406.5852,0,20,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,62.12,5.58588
"CMP2088","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,81.94,2.3263
"CMP2089","C23N2O4",368.2571,0,23,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,73.06,4.3367
"CMP2090","C24Cl2N2O3",435.1744,0,24,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,3,70.92,4.7825
"CMP2091","C16IN4O4",439.10007,2,16,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,101.56,3.6572
"CMP2092","C21FN2O4S",395.2991032,0,21,0,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,99.96,3.0714
"CMP2093","C20N4O2",328.2396,0,20,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,73.8,2.4361
"CMP2094","C7O4",148.0725,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,63.6,0.0276
"CMP2095","C19N5",298.2368,0,19,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,3,58,3.6698
"CMP2096","C22BrClN2O3",455.604,0,22,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,5.44028
"CMP2097","C22N3O",322.2549,0,22,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,3,57.82,4.20158
"CMP2098","C18N2O4S",340.2686,0,18,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,1,99.96,1.7866
"CMP2099","C20N2O4",332.225,0,20,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,73.06,3.6082
"CMP2100","C25N2O4",392.2785,0,25,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,3,80.15,3.4843
"CMP2101","C16BrN4O4",392.0996,2,16,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,101.56,3.8151
"CMP2102","C11N3O3S",254.201,2,11,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,110.04,2.8933
"CMP2103","C21N3O3",342.243,0,21,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,2.6384
"CMP2104","C13O3",204.1373,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,35.53,2.2638
"CMP2105","C33N3O3S",518.4364,0,33,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,6,4,93.83,4.2834
"CMP2106","C22BrClN2O3",455.604,0,22,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,5.44028
"CMP2107","C20BrN2O2",380.1302,0,20,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,62.12,4.38818
"CMP2108","C22FN3O2S",389.3177032,0,22,0,3,2,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,86.43,3.6387
"CMP2109","C26ClN2O4",439.7422,0,26,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,4,73.06,5.8099
"CMP2110","C26N2O4",404.2892,0,26,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,3,80.15,3.8744
"CMP2111","C16BrN4O4",392.0996,2,16,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,101.56,3.8151
"CMP2112","C18N2O4",308.2036,0,18,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,2,80.15,2.9244
"CMP2113","C21BrN3O3",422.147,0,21,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,3.4009
"CMP2114","C15NO3",242.1654,0,15,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,55.4,2.3532
"CMP2115","C16BrN2O2S2",396.2174,0,16,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,101.29,3.8884
"CMP2116","C22ClN2O3",375.7,0,22,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,4.67778
"CMP2117","C11IO3",307.02037,0,11,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,2.1243
"CMP2118","C19Cl3N2O3",410.5739,0,19,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,63.83,5.5598
"CMP2119","C23IN2O5",511.16097,0,23,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,3,82.29,5.0016
"CMP2120","C22FN3O2",357.2527032,0,22,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,74.48,4.01738
"CMP2121","C17N4O4",324.2063,2,17,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,101.56,3.4427
"CMP2122","C21N2O4",344.2357,0,21,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,79.2,2.7035
"CMP2123","C21N3O3",342.243,0,21,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,2.6384
"CMP2124","C21N2S",312.3031,0,21,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,61.98,5.01258
"CMP2125","C20ClN4O4",395.6914,0,20,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,3,3,116.28,3.4051
"CMP2126","C22Cl2N2O3",411.153,0,22,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,5.33118
"CMP2127","C15N2O3S",288.2371,0,15,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,93.06,1.6315
"CMP2128","C24ClN3O2S",429.7937,0,24,1,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,3,77.64,4.4944
"CMP2129","C23N3O2S",382.33,0,23,0,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,86.43,3.808
"CMP2130","C19BrFN3O3",417.1240032,0,19,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,83.71,3.63528
"CMP2131","C21N3O2",326.2436,0,21,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,4,59.53,4.1755
"CMP2132","C10N4S",208.1988,0,10,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,111.79,1.71366
"CMP2133","C23BrN3O2",430.169,0,23,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,61.77,4.101
"CMP2134","C19N2S2",320.3467,0,19,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,90.22,5.07408
"CMP2135","C20BrN2O4",412.129,0,20,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,69.15,3.316
"CMP2136","C21ClN2O3",363.6893,0,21,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,4.28768
"CMP2137","C24N3O2S",394.3407,0,24,0,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,86.43,4.1164
"CMP2138","C23N3O3S",398.3294,0,23,0,3,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,4,2,95.66,3.5082
"CMP2139","C22ClN3O2S",405.7723,0,22,1,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,86.43,4.153
"CMP2140","C22ClO4",363.686,0,22,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,4,1,52.6,4.48
"CMP2141","C21BrN3O",390.1482,0,21,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,3,57.82,4.65568
"CMP2142","C10O",136.1064,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,17.07,1.8705
"CMP2143","C13O4",220.1367,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,63.6,1.9534
"CMP2144","C14INO4S",405.12357,0,14,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,89.93,2.9645
"CMP2145","C17N2O5",312.1923,2,17,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,93.38,3.4639
"CMP2146","C22ClIN2O3",502.60447,0,22,1,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,5.28238
"CMP2147","C17BrN2O4S",408.1619,0,17,0,2,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,1,99.96,2.383
"CMP2148","C22FN2O4S",407.3098032,0,22,0,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,99.96,3.4615
"CMP2149","C24N2O3",364.2684,0,24,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,3,70.92,3.4757
"CMP2150","C10Br2O2",311.9138,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,26.3,3.0361
"CMP2151","C10Br2O2",311.9138,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,26.3,3.0361
"CMP2152","C23N4O2",364.2717,0,23,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,2,73.8,3.2809
"CMP2153","C17ClO4",303.6325,0,17,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,52.6,2.6754
"CMP2154","C14BrNO4S",358.1231,0,14,0,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,1,89.93,3.1224
"CMP2155","C14ClN3O3",293.6211,0,14,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,83.71,2.11528
"CMP2156","C20Br2ClN2O2",495.4872,0,20,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,62.12,5.80408
"CMP2157","C16N2O4S",316.2472,0,16,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,1,99.96,1.2304
"CMP2158","C20F3IN2O3",500.1252796,0,20,0,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,59.92,4.4143
"CMP2159","C24Br2N2O3",524.0764,0,24,0,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,3,70.92,5.0007
"CMP2160","C10ClO2",187.5588,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,26.3,2.1645
"CMP2161","C14N3O3",258.1681,0,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,83.71,1.46188
"CMP2162","C23N4O2",364.2717,0,23,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,2,73.8,3.2809
"CMP2163","C11O4",196.1153,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,63.6,1.1748
"CMP2164","C17NO3S",298.2518,0,17,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,80.7,3.5045
"CMP2165","C18NO2",262.1981,0,18,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.7098
"CMP2166","C25N3O4S2",470.4152,0,25,0,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,3,115.18,5.3171
"CMP2167","C18ClN3O3S2",405.7939,0,18,1,3,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,2,117.44,1.9466
"CMP2168","C23HN3O2S2",415.40294,0,23,0,3,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4,4,108.21,3.5409
"CMP2169","C22ClO4",363.686,0,22,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,4,1,52.6,4.48
"CMP2170","C23N3O",334.2656,0,23,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,38.13,4.1802
"CMP2171","C20N4OS2",376.3702,0,20,0,4,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,4,106.25,3.7257
"CMP2172","C20BrN2O3S",428.1946,0,20,0,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,88.9,4.0163
"CMP2173","C17HClN2OS",316.72064,0,17,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,62.6,3.7305
"CMP2174","C20HN2O3S",349.29854,0,20,0,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4,4,92.81,3.1835
"CMP2175","C19ClN2O3S",371.7329,0,19,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,3,81.06,3.7477
"CMP2176","C10N2S",180.1854,0,10,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,53.98,2.2882
"CMP2177","C18FN4O3S2",403.3460032,0,18,0,4,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,143.03,2.6437
"CMP2178","C17HN4O2S3",389.41044,0,17,0,4,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,3,3,158.13,2.6647
"CMP2179","C22N3O",322.2549,0,22,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,38.13,3.8718
"CMP2180","C20FN3O",317.2319032,0,20,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,38.13,3.3941
"CMP2181","C19N4S3",380.4251,0,19,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,122.44,4.8946
"CMP2182","C22N2O5S",404.3108,0,22,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,3,3,107.36,3.271
