"","MF","MW","Ncharges","C","Cl","N","O","S","H","I","F","Br","Ge","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP33171","C18H4N5O7",402.25366,0,18,0,5,7,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,3,2,179.06,-1.9215
"CMP33172","C30N7O7",570.3637,0,30,0,7,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,4,4,177.76,2.279
"CMP33173","C12N2O2",204.1406,0,12,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,58.2,0.9476
"CMP33174","C28HN8O5S2",593.48814,0,28,0,8,5,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,204.9,3.9168
"CMP33175","C35N8O5",612.4251,0,35,0,8,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,5,165.21,4.4765
"CMP33176","C33HN8O5S",621.47664,0,33,0,8,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,4,173.59,5.7456
"CMP33177","C35N9O5",626.4318,0,35,0,9,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,4,168.45,4.1695
"CMP33178","C33HN9O4S",619.48394,0,33,0,9,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,4,163.69,5.0654
"CMP33179","C47N9O8S",850.6234,0,47,0,9,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,4,250.07,7.2402
"CMP33180","C20H4N6O6",424.28236,0,20,0,6,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,2,175.74,-0.8686
"CMP33181","C32N8O6",592.3924,0,32,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,4,174.44,3.3319
"CMP33182","C14N3O",226.1693,0,14,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,54.88,2.0005
"CMP33183","C30HN9O4S2",615.51684,0,30,0,9,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,4,201.58,4.9697
"CMP33184","C32N6O6",564.379,0,32,0,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,148.66,3.9251
"CMP33185","C30HN6O6S",573.43054,0,30,0,6,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,4,157.04,5.1942
"CMP33186","C32N7O6",578.3857,0,32,0,7,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,4,4,151.9,3.6181
"CMP33187","C30HN7O5S",571.43784,0,30,0,7,5,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,4,4,147.14,4.514
"CMP33188","C44N7O9S",802.5773,0,44,0,7,9,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,7,4,233.52,6.6888
"CMP33189","C17H4N4O7",376.23626,0,17,0,4,7,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,3,2,159.19,-1.42
"CMP33190","C29N6O7",544.3463,0,29,0,6,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,4,4,157.89,2.7805
"CMP33191","C11NO2",178.1232,0,11,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,38.33,1.4491
"CMP33192","C27HN7O5S2",567.47074,0,27,0,7,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,4,185.03,4.4183
"CMP33193","C31FN7O5",569.3740032,0,31,0,7,5,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,5,5,151.46,4.5203
"CMP33194","C29HFN7O5S",578.4255432,0,29,0,7,5,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,5,4,159.84,5.7894
"CMP33195","C31FN8O5",583.3807032,0,31,0,8,5,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,4,4,154.7,4.2133
"CMP33196","C29HFN8O4S",576.4328432,0,29,0,8,4,1,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,4,149.94,5.1092
"CMP33197","C43FN8O8S",807.5723032,0,43,0,8,8,1,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,7,4,236.32,7.284
"CMP33198","C16H4FN5O6",381.2312632,0,16,0,5,6,0,4,0,1,0,0,0,2,0,0,4,0,0,0,0,1,0,0,3,2,161.99,-0.8248
"CMP33199","C28FN7O6",549.3413032,0,28,0,7,6,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,1,0,0,4,4,160.69,3.3757
"CMP33200","C10FN2O",183.1182032,0,10,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,41.13,2.0443
"CMP33201","C26HFN8O4S2",572.4657432,0,26,0,8,4,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,187.83,5.0135
"CMP33202","C31N6O5",536.3689,0,31,0,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,5,139.43,3.9165
"CMP33203","C29HN6O5S",545.42044,0,29,0,6,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,4,147.81,5.1856
"CMP33204","C31N7O5",550.3756,0,31,0,7,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,4,142.67,3.6095
"CMP33205","C29HN7O4S",543.42774,0,29,0,7,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,4,137.91,4.5054
"CMP33206","C43N7O8S",774.5672,0,43,0,7,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,7,4,224.29,6.6802
"CMP33207","C16H4N4O6",348.22616,0,16,0,4,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,2,149.96,-1.4286
"CMP33208","C28N6O6",516.3362,0,28,0,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,4,4,148.66,2.7719
"CMP33209","C10NO",150.1131,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,1.4405
"CMP33210","C26HN7O4S2",539.46064,0,26,0,7,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,175.8,4.4097
"CMP33211","C39N7O8S2",758.5894,0,39,0,7,8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,7,7,232.31,6.5125
"CMP33212","C37HN7O8S3",767.64094,0,37,0,7,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7,6,240.69,7.7816
"CMP33213","C39N8O8S2",772.5961,0,39,0,8,8,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,6,6,235.55,6.2055
"CMP33214","C37HN8O7S3",765.64824,0,37,0,8,7,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,6,230.79,7.1014
"CMP33215","C51N8O11S3",996.7877,0,51,0,8,11,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,9,6,317.17,9.2762
"CMP33216","C24H4N5O9S2",570.44666,0,24,0,5,9,2,4,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,5,4,242.84,1.1674
"CMP33217","C36N7O9S2",738.5567,0,36,0,7,9,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,6,6,241.54,5.3679
"CMP33218","C18N2O4S2",372.3336,0,18,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,121.98,4.0365
"CMP33219","C34HN8O7S4",761.68114,0,34,0,8,7,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,6,268.68,7.0057
"CMP33220","C38N7O5",634.4505,0,38,0,7,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,6,5,155.22,5.6667
"CMP33221","C36HN7O5S",643.50204,0,36,0,7,5,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,4,163.6,6.9358
"CMP33222","C38N8O5",648.4572,0,38,0,8,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,4,158.46,5.3597
"CMP33223","C36HN8O4S",641.50934,0,36,0,8,4,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,4,153.7,6.2556
"CMP33224","C50N8O8S",872.6488,0,50,0,8,8,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,8,4,240.08,8.4304
"CMP33225","C23H4N5O6",446.30776,0,23,0,5,6,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,2,165.75,0.3216
"CMP33226","C35N7O6",614.4178,0,35,0,7,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,5,4,164.45,4.5221
"CMP33227","C17N2O",248.1947,0,17,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,44.89,3.1907
"CMP33228","C33HN8O4S2",637.54224,0,33,0,8,4,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,191.59,6.1599
"CMP33229","C34N9O5S2",678.5511,0,34,0,9,5,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,244.77,5.1799
"CMP33230","C32HN9O5S3",687.60264,0,32,0,9,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,253.15,6.449
"CMP33231","C34N10O5S2",692.5578,0,34,0,10,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,248.01,4.8729
"CMP33232","C32HN10O4S3",685.60994,0,32,0,10,4,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,243.25,5.7688
"CMP33233","C46N10O8S3",916.7494,0,46,0,10,8,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,329.63,7.9436
"CMP33234","C19H4N7O6S2",490.40836,0,19,0,7,6,2,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,255.3,-0.1652
"CMP33235","C31N9O6S2",658.5184,0,31,0,9,6,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,254,4.0353
"CMP33236","C13N4OS2",292.2953,0,13,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,134.44,2.7039
"CMP33237","C29HN10O4S4",681.64284,0,29,0,10,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,281.14,5.6731
"CMP33238","C36N7O5",610.4291,0,36,0,7,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,6,6,142.67,4.4289
"CMP33239","C34HN7O5S",619.48064,0,34,0,7,5,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,6,5,151.05,5.698
"CMP33240","C36N8O5",624.4358,0,36,0,8,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,5,5,145.91,4.1219
"CMP33241","C34HN8O4S",617.48794,0,34,0,8,4,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,5,141.15,5.0178
"CMP33242","C48N8O8S",848.6274,0,48,0,8,8,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,8,5,227.53,7.1926
"CMP33243","C21H4N5O6",422.28636,0,21,0,5,6,0,4,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,4,3,153.2,-0.9162
"CMP33244","C33N7O6",590.3964,0,33,0,7,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,5,5,151.9,3.2843
"CMP33245","C15N2O",224.1733,0,15,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,32.34,1.9529
"CMP33246","C31HN8O4S2",613.52084,0,31,0,8,4,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,179.04,4.9221
"CMP33247","C41N8O5",684.4893,0,41,0,8,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,7,7,157.25,6.3904
"CMP33248","C39HN8O5S",693.54084,0,39,0,8,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,6,165.63,7.6595
"CMP33249","C41N9O5",698.496,0,41,0,9,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,6,6,160.49,6.0834
"CMP33250","C39HN9O4S",691.54814,0,39,0,9,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,6,155.73,6.9793
"CMP33251","C53N9O8S",922.6876,0,53,0,9,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,9,6,242.11,9.1541
"CMP33252","C26H4N6O6",496.34656,0,26,0,6,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,5,4,167.78,1.0453
"CMP33253","C38N8O6",664.4566,0,38,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,6,6,166.48,5.2458
"CMP33254","C20N3O",298.2335,0,20,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,46.92,3.7957
"CMP33255","C36HN9O4S2",687.58104,0,36,0,9,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,193.62,6.8836
"CMP33256","C33N8O5",588.4037,0,33,0,8,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,165.21,3.8597
"CMP33257","C31HN8O5S",597.45524,0,31,0,8,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,173.59,5.1288
"CMP33258","C33N9O5",602.4104,0,33,0,9,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,168.45,3.5527
"CMP33259","C31HN9O4S",595.46254,0,31,0,9,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,163.69,4.4486
"CMP33260","C45N9O8S",826.602,0,45,0,9,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,250.07,6.6234
"CMP33261","C18H4N6O6",400.26096,0,18,0,6,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,175.74,-1.4854
"CMP33262","C30N8O6",568.371,0,30,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,174.44,2.7151
"CMP33263","C12N3O",202.1479,0,12,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,54.88,1.3837
"CMP33264","C28HN9O4S2",591.49544,0,28,0,9,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,201.58,4.3529
"CMP33265","C43N7O8S",774.5672,0,43,0,7,8,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,7,7,198.33,7.1266
"CMP33266","C41HN7O8S2",783.61874,0,41,0,7,8,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,7,6,206.71,8.3957
"CMP33267","C43N8O8S",788.5739,0,43,0,8,8,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,6,6,201.57,6.8196
"CMP33268","C41HN8O7S2",781.62604,0,41,0,8,7,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,6,6,196.81,7.7155
"CMP33269","C55N8O11S2",1012.7655,0,55,0,8,11,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,9,6,283.19,9.8903
"CMP33270","C28H4N5O9S",586.42446,0,28,0,5,9,1,4,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,5,4,208.86,1.7815
"CMP33271","C40N7O9S",754.5345,0,40,0,7,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,6,6,207.56,5.982
"CMP33272","C22N2O4S",388.3114,0,22,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,88,4.6506
"CMP33273","C38HN8O7S3",777.65894,0,38,0,8,7,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,6,234.7,7.6198
"CMP33274","C41N7O9S",766.5452,0,41,0,7,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,6,6,203.65,5.8352
"CMP33275","C39HN7O9S2",775.59674,0,39,0,7,9,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,6,5,212.03,7.1043
"CMP33276","C41N8O9S",780.5519,0,41,0,8,9,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,5,5,206.89,5.5282
"CMP33277","C39HN8O8S2",773.60404,0,39,0,8,8,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,5,5,202.13,6.4241
"CMP33278","C53N8O12S2",1004.7435,0,53,0,8,12,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,0,0,8,5,288.51,8.5989
"CMP33279","C26H4N5O10S",578.40246,0,26,0,5,10,1,4,0,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,4,3,214.18,0.4901
"CMP33280","C38N7O10S",746.5125,0,38,0,7,10,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,5,5,212.88,4.6906
"CMP33281","C20N2O5S",380.2894,0,20,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,2,93.32,3.3592
"CMP33282","C36HN8O8S3",769.63694,0,36,0,8,8,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,5,5,240.02,6.3284
"CMP33283","C30N6O5",524.3582,0,30,0,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,4,139.43,3.7929
"CMP33284","C28HN6O5S",533.40974,0,28,0,6,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,3,147.81,5.062
"CMP33285","C30N7O5",538.3649,0,30,0,7,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,3,142.67,3.4859
"CMP33286","C28HN7O4S",531.41704,0,28,0,7,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,3,137.91,4.3818
"CMP33287","C42N7O8S",762.5565,0,42,0,7,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,7,3,224.29,6.5566
"CMP33288","C15H4N4O6",336.21546,0,15,0,4,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,1,149.96,-1.5522
"CMP33289","C27N6O6",504.3255,0,27,0,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,4,3,148.66,2.6483
"CMP33290","C9NO",138.1024,0,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,29.1,1.3169
"CMP33291","C25HN7O4S2",527.44994,0,25,0,7,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,175.8,4.2861
"CMP33292","C34N7O5",586.4077,0,34,0,7,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,5,152.32,4.4647
"CMP33293","C32HN7O5S",595.45924,0,32,0,7,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,4,160.7,5.7338
"CMP33294","C34N8O5",600.4144,0,34,0,8,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,4,155.56,4.1577
"CMP33295","C32HN8O4S",593.46654,0,32,0,8,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,4,150.8,5.0536
"CMP33296","C46N8O8S",824.606,0,46,0,8,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,4,237.18,7.2284
"CMP33297","C19H4N5O6",398.26496,0,19,0,5,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,2,162.85,-0.8804
"CMP33298","C31N7O6",566.375,0,31,0,7,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,4,161.55,3.3201
"CMP33299","C13N2O",200.1519,0,13,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,41.99,1.9887
"CMP33300","C29HN8O4S2",589.49944,0,29,0,8,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,4,188.69,4.9579
"CMP33301","C32BrN6O5",628.2836,0,32,0,6,5,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,5,5,139.43,4.6079
"CMP33302","C30HBrN6O5S",637.33514,0,30,0,6,5,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,5,4,147.81,5.877
"CMP33303","C32BrN7O5",642.2903,0,32,0,7,5,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,4,4,142.67,4.3009
"CMP33304","C30HBrN7O4S",635.34244,0,30,0,7,4,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,4,137.91,5.1968
"CMP33305","C44BrN7O8S",866.4819,0,44,0,7,8,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,7,4,224.29,7.3716
"CMP33306","C17H4BrN4O6",440.14086,0,17,0,4,6,0,4,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,3,2,149.96,-0.7372
"CMP33307","C29BrN6O6",608.2509,0,29,0,6,6,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,4,4,148.66,3.4633
"CMP33308","C11BrNO",242.0278,0,11,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.1319
"CMP33309","C27HBrN7O4S2",631.37534,0,27,0,7,4,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,175.8,5.1011
"CMP33310","C34N7O7",618.4065,0,34,0,7,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,6,6,169.92,4.148
"CMP33311","C32HN7O7S",627.45804,0,32,0,7,7,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,5,178.3,5.4171
"CMP33312","C34N8O7",632.4132,0,34,0,8,7,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2,0,0,5,5,173.16,3.841
"CMP33313","C32HN8O6S",625.46534,0,32,0,8,6,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,5,5,168.4,4.7369
"CMP33314","C46N8O10S",856.6048,0,46,0,8,10,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,0,8,5,254.78,6.9117
"CMP33315","C19H4N5O8",430.26376,0,19,0,5,8,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,3,0,0,4,3,180.45,-1.1971
"CMP33316","C31N7O8",598.3738,0,31,0,7,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,0,0,5,5,179.15,3.0034
"CMP33317","C13N2O3",232.1507,0,13,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,2,59.59,1.672
"CMP33318","C29HN8O6S2",621.49824,0,29,0,8,6,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,5,5,206.29,4.6412
"CMP33319","C37N8O7S",700.5103,0,37,0,8,7,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,6,6,219.86,5.0154
"CMP33320","C35HN8O7S2",709.56184,0,35,0,8,7,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,5,228.24,6.2845
"CMP33321","C37N9O7S",714.517,0,37,0,9,7,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,5,223.1,4.7084
"CMP33322","C35HN9O6S2",707.56914,0,35,0,9,6,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,5,218.34,5.6043
"CMP33323","C49N9O10S2",938.7086,0,49,0,9,10,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,8,5,304.72,7.7791
"CMP33324","C22H4N6O8S",512.36756,0,22,0,6,8,1,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,3,230.39,-0.3297
"CMP33325","C34N8O8S",680.4776,0,34,0,8,8,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,5,5,229.09,3.8708
"CMP33326","C16N3O3S",314.2545,0,16,0,3,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,109.53,2.4207
"CMP33327","C32HN9O6S3",703.60204,0,32,0,9,6,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,256.23,5.5086
"CMP33328","C38N7O5S",666.5155,0,38,0,7,5,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,6,6,179.7,6.5901
"CMP33329","C36HN7O5S2",675.56704,0,36,0,7,5,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,5,188.08,7.8592
"CMP33330","C38N8O5S",680.5222,0,38,0,8,5,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,5,182.94,6.2831
"CMP33331","C36HN8O4S2",673.57434,0,36,0,8,4,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,5,178.18,7.179
"CMP33332","C50N8O8S2",904.7138,0,50,0,8,8,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,8,5,264.56,9.3538
"CMP33333","C23H4N5O6S",478.37276,0,23,0,5,6,1,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,3,190.23,1.245
"CMP33334","C35N7O6S",646.4828,0,35,0,7,6,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,5,5,188.93,5.4455
"CMP33335","C17N2OS",280.2597,0,17,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,69.37,4.1141
"CMP33336","C33HN8O4S3",669.60724,0,33,0,8,4,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,216.07,7.0833
"CMP33337","C39N7O6",662.4606,0,39,0,7,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,7,7,172.29,5.4294
"CMP33338","C37HN7O6S",671.51214,0,37,0,7,6,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,7,6,180.67,6.6985
"CMP33339","C39N8O6",676.4673,0,39,0,8,6,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,6,6,175.53,5.1224
"CMP33340","C37HN8O5S",669.51944,0,37,0,8,5,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,6,6,170.77,6.0183
"CMP33341","C51N8O9S",900.6589,0,51,0,8,9,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,9,6,257.15,8.1931
"CMP33342","C24H4N5O7",474.31786,0,24,0,5,7,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,5,4,182.82,0.0843
"CMP33343","C36N7O7",642.4279,0,36,0,7,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,6,6,181.52,4.2848
"CMP33344","C18N2O2",276.2048,0,18,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,3,61.96,2.8347
